snapshot_utc,fetched_utc,station_id,legacy_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,8bc42f7f-753d-4cca-a7d6-0d7c2530ea2c,364,18,3,0,1,0,1,1,1,1789616025
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,97a1e4e7-a1ff-427a-aaea-48ca0d00bf9c,348,12,3,0,3,0,1,1,1,1789616024
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,2110566771130438288,2110566771130438288,8,5,0,8,0,1,1,1,1789616022
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,f8351f87-0de8-11e7-991c-3863bb43a7d0,192,0,0,1,18,0,1,1,1,1789616025
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,f83466c6-0de8-11e7-991c-3863bb43a7d0,6,5,1,0,8,0,1,1,1,1789616090
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,625f105e-4407-4988-9095-d1979cbda5e1,234,18,12,1,0,0,1,1,1,1789616088
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,f834c6f5-0de8-11e7-991c-3863bb43a7d0,111,13,4,0,2,0,1,1,1,1789616089
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,f834d260-0de8-11e7-991c-3863bb43a7d0,119,6,3,0,9,0,1,1,1,1789616086
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,1997031876360597884,1997031876360597884,8,7,0,3,0,1,1,1,1789616005
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,133d159e-a202-4310-910f-eca392fe181e,398,6,1,0,13,0,1,1,1,1789616067
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,ab6517ea-ed53-42eb-8881-657d362e56e8,560,10,0,0,5,0,1,1,1,1789616069
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,d1a5e406-718c-44b9-b9dd-e63605b888aa,555,11,9,0,4,0,1,1,1,1789616068
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,f835244e-0de8-11e7-991c-3863bb43a7d0,202,5,1,0,10,0,1,1,1,1789616066
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,f8347002-0de8-11e7-991c-3863bb43a7d0,20,12,1,1,10,0,1,1,1,1789616050
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,82b41ffb-e284-4e4d-b22a-0cad2bfd4bee,443,3,0,0,16,0,1,1,1,1789616052
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,2124664048772581794,2124664048772581794,3,1,0,8,0,1,1,1,1789616054
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,f834916a-0de8-11e7-991c-3863bb43a7d0,63,7,1,0,8,0,1,1,1,1789616049
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,2027855476515070160,2027855476515070160,1,0,1,25,0,1,1,1,1789616054
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,2261583246847893606,2261583246847893606,19,4,0,0,0,1,1,1,1789616054
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,15ec5783-ca7a-4225-ba51-cd0a45ecc975,15ec5783-ca7a-4225-ba51-cd0a45ecc975,4,1,1,6,0,1,1,1,1789616056
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,f834f036-0de8-11e7-991c-3863bb43a7d0,133,15,2,1,8,0,1,1,1,1789616056
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,f8346e51-0de8-11e7-991c-3863bb43a7d0,17,14,2,0,1,0,1,1,1,1789616007
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,f83493c0-0de8-11e7-991c-3863bb43a7d0,67,4,0,3,17,0,1,1,1,1789616009
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,f834cb89-0de8-11e7-991c-3863bb43a7d0,115,13,0,2,4,0,1,1,1,1789616010
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,f606593b-3d07-40f2-bc6d-a0eb96588e44,456,16,3,0,2,0,1,1,1,1789616017
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,f8347a8b-0de8-11e7-991c-3863bb43a7d0,29,14,0,1,4,0,1,1,1,1789616016
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,8d535c23-f186-4161-aa10-17e94be6d4ae,436,10,1,0,4,1,1,1,1,1789616070
2026-09-17T03:35:31+00:00,2026-09-17T03:36:48.378361+00:00,f834e75d-0de8-11e7-991c-3863bb43a7d0,129,4,1,0,14,1,1,1,1,1789616073
