snapshot_utc,fetched_utc,station_id,legacy_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,6eaa7343-402d-41c9-9aac-8c664fdbdcf1,6eaa7343-402d-41c9-9aac-8c664fdbdcf1,0,0,0,0,0,0,0,0,86400
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,57f5003b-6574-40b3-83d7-3b5dee1472e0,518,0,0,11,0,0,1,0,0,1789385522
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,1994515539257334312,1994515539257334312,18,7,0,1,0,1,1,1,1789693943
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,f834a1de-0de8-11e7-991c-3863bb43a7d0,84,3,0,0,12,0,1,1,1,1789693952
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,b44b7c3d-c054-4591-92a9-3b96d86050ab,b44b7c3d-c054-4591-92a9-3b96d86050ab,3,2,0,8,0,1,1,1,1789693954
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,f834d260-0de8-11e7-991c-3863bb43a7d0,119,15,6,0,0,0,1,1,1,1789693956
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,aefc33cd-40b9-48da-8b87-415428816bdb,488,8,0,0,8,0,1,1,1,1789693953
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,1976280681456741062,1976280681456741062,9,3,0,2,0,1,1,1,1789693954
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,1ef5abb2-5af9-41f2-a0dd-1e44278ad9f1,502,3,3,0,8,0,1,1,1,1789693961
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,f8351569-0de8-11e7-991c-3863bb43a7d0,181,17,3,0,2,0,1,1,1,1789693961
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,1331197c-f6c6-4f4a-a29b-95e580359886,224,14,0,0,3,0,1,1,1,1789693964
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,f8349599-0de8-11e7-991c-3863bb43a7d0,71,12,2,1,10,0,1,1,1,1789693964
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,2113559364250874028,2113559364250874028,1,1,4,10,0,1,1,1,1789693965
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,569f4952-5a25-4394-a419-f9c4d9cca6f3,495,13,2,0,6,0,1,1,1,1789693950
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,97a1e4e7-a1ff-427a-aaea-48ca0d00bf9c,348,9,1,0,6,0,1,1,1,1789693951
2026-09-18T01:14:37+00:00,2026-09-18T01:15:33.712327+00:00,2149920539832638004,2149920539832638004,9,1,0,6,0,1,1,1,1789693945
