snapshot_utc,fetched_utc,station_id,legacy_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,6eaa7343-402d-41c9-9aac-8c664fdbdcf1,6eaa7343-402d-41c9-9aac-8c664fdbdcf1,0,0,0,0,0,0,0,0,86400
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,2251556760922290606,2251556760922290606,15,1,0,0,0,1,1,1,1789954555
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,1919521884659886482,1919521884659886482,8,1,0,11,0,1,1,1,1789954601
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,f83532fa-0de8-11e7-991c-3863bb43a7d0,219,6,1,0,9,0,1,1,1,1789954600
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,57f5003b-6574-40b3-83d7-3b5dee1472e0,518,9,1,0,1,0,1,1,1,1789954603
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,87b5a8b7-a330-4c51-ab32-7dafa292c88f,421,18,3,0,1,0,1,1,1,1789954604
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,c111ef1a-f276-415d-a95e-8e3c4e3a0c03,522,11,3,0,4,0,1,1,1,1789954608
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,f834f948-0de8-11e7-991c-3863bb43a7d0,138,15,3,0,0,0,1,1,1,1789954607
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,2131371824572002576,2131371824572002576,7,1,0,9,0,1,1,1,1789954610
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,f8346c96-0de8-11e7-991c-3863bb43a7d0,14,2,1,0,23,0,1,1,1,1789954606
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,a6d6d4b2-3666-43ad-a690-7f676bdcc3fd,542,13,1,0,6,0,1,1,1,1789954605
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,40ee059e-8530-4992-9114-c16b87d6832f,441,14,0,1,4,0,1,1,1,1789954614
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,1994515539257334312,1994515539257334312,15,5,0,4,0,1,1,1,1789954613
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,2227859082657747444,2227859082657747444,4,2,0,3,0,1,1,1,1789954459
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,2071991821019036242,2071991821019036242,7,0,0,13,0,1,1,1,1789954622
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,ab6517ea-ed53-42eb-8881-657d362e56e8,560,6,2,0,9,0,1,1,1,1789954622
2026-09-21T01:38:18+00:00,2026-09-21T01:39:12.866310+00:00,1986694622707704150,1986694622707704150,13,2,1,5,0,1,1,1,1789954618
