snapshot_utc,fetched_utc,station_id,legacy_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,6eaa7343-402d-41c9-9aac-8c664fdbdcf1,6eaa7343-402d-41c9-9aac-8c664fdbdcf1,0,0,0,0,0,0,0,0,86400
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,2227859082657747444,2227859082657747444,5,1,0,2,0,1,1,1,1790038979
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,2251556760922290606,2251556760922290606,8,0,0,7,0,1,1,1,1790039105
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,829fa5a8-cc88-4ab2-9f34-b481aaa1612e,259,6,1,0,9,0,1,1,1,1790039138
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,25d6f87f-7025-48c5-b202-f91511a4ae19,25d6f87f-7025-48c5-b202-f91511a4ae19,11,2,0,8,0,1,1,1,1790039141
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,1331197c-f6c6-4f4a-a29b-95e580359886,224,11,3,0,6,0,1,1,1,1790039147
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,d1a5e406-718c-44b9-b9dd-e63605b888aa,555,11,9,0,3,0,1,1,1,1790039148
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,ea00f276-26dc-48ee-b2c8-6e56fd632a2d,272,7,0,0,12,0,1,1,1,1790039147
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,97a1e4e7-a1ff-427a-aaea-48ca0d00bf9c,348,12,4,0,3,0,1,1,1,1790039157
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,f834b183-0de8-11e7-991c-3863bb43a7d0,98,11,0,1,11,0,1,1,1,1790039158
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,77c1736c-a609-4453-94f7-8e4253a8193c,474,11,3,0,0,0,1,1,1,1790039159
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,f83473ea-0de8-11e7-991c-3863bb43a7d0,27,10,0,0,12,0,1,1,1,1790039165
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,8bc42f7f-753d-4cca-a7d6-0d7c2530ea2c,364,9,1,1,9,0,1,1,1,1790039163
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,e335fa7c-7adf-4360-9bfa-76b18124a56f,541,6,3,0,5,0,1,1,1,1790039161
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,2027855476515070160,2027855476515070160,3,0,0,24,0,1,1,1,1790039166
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,52ca4d94-587f-4a61-a298-a1a755e73bfb,362,15,4,0,4,0,1,1,1,1790039166
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,9fef6df2-7f8f-43fc-a85b-7dd5453860f9,437,14,1,2,1,0,1,1,1,1790039167
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,9b0aff89-5242-475e-b03b-87c3c3bf51bb,477,18,8,0,1,0,1,1,1,1790039167
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,f8346dbd-0de8-11e7-991c-3863bb43a7d0,16,0,0,0,19,0,1,1,1,1790039166
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,1976280681456741062,1976280681456741062,2,2,0,9,0,1,1,1,1790039171
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,ab6517ea-ed53-42eb-8881-657d362e56e8,560,13,1,0,2,0,1,1,1,1790039168
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,88b35b6d-f355-44dc-b85e-ed2eb1bc9099,406,12,3,0,7,0,1,1,1,1790039182
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,f834a2a8-0de8-11e7-991c-3863bb43a7d0,85,6,0,0,13,0,1,1,1,1790039182
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,1ef9964d-47ac-4cd4-916e-7c006fa1e605,339,13,3,0,2,0,1,1,1,1790039182
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,f834b928-0de8-11e7-991c-3863bb43a7d0,106,12,6,0,2,0,1,1,1,1790039183
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,803a0c16-4f81-44f1-8b49-a13fcdda40c1,370,2,0,0,16,0,1,1,1,1790039142
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,82b41ffb-e284-4e4d-b22a-0cad2bfd4bee,443,3,0,0,16,0,1,1,1,1790039153
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,f8349070-0de8-11e7-991c-3863bb43a7d0,61,0,0,2,17,0,1,1,1,1790039150
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,15ec5783-ca7a-4225-ba51-cd0a45ecc975,15ec5783-ca7a-4225-ba51-cd0a45ecc975,8,4,0,3,0,1,1,1,1790039151
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,acb27827-d69a-4287-b132-3f529ca62ad2,427,14,8,0,5,0,1,1,1,1790039153
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,f834c6f5-0de8-11e7-991c-3863bb43a7d0,111,5,4,0,10,0,1,1,1,1790039178
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,f83493c0-0de8-11e7-991c-3863bb43a7d0,67,1,0,1,21,0,1,1,1,1790039178
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,569f4952-5a25-4394-a419-f9c4d9cca6f3,495,9,2,1,9,0,1,1,1,1790039178
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,f7d416f8-4377-4019-bba7-302dc1d5a11d,391,9,2,1,5,0,1,1,1,1790039174
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,f834f948-0de8-11e7-991c-3863bb43a7d0,138,11,1,0,3,0,1,1,1,1790039213
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,5d17f129-af8c-4f30-bc58-6a8279052772,543,4,0,0,15,0,1,1,1,1790039213
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,c111ef1a-f276-415d-a95e-8e3c4e3a0c03,522,15,4,0,0,0,1,1,1,1790039210
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,1991921362058752616,1991921362058752616,0,0,0,20,0,1,1,1,1790039211
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,40ee059e-8530-4992-9114-c16b87d6832f,441,13,1,0,6,0,1,1,1,1790039211
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,f55cdf0a-3d7b-491c-bed2-7dc0ef2062d5,489,12,0,0,4,0,1,1,1,1790039215
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,1976640911178291400,1976640911178291400,6,2,0,5,0,1,1,1,1790039214
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,2219705277630124418,2219705277630124418,8,1,0,7,0,1,1,1,1790039214
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,4b5de733-9353-4873-9dc2-9558b3cb063a,393,4,0,0,11,0,1,1,1,1790039216
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,f8351649-0de8-11e7-991c-3863bb43a7d0,183,1,0,0,18,0,1,1,1,1790039216
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,2250817396738253956,2250817396738253956,13,1,1,1,0,1,1,1,1790039213
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,38706d8c-8d4b-49f7-b6ed-7688449db261,463,7,1,0,12,0,1,1,1,1790039217
2026-09-22T01:08:00+00:00,2026-09-22T01:08:45.456856+00:00,a6d6d4b2-3666-43ad-a690-7f676bdcc3fd,542,13,1,0,6,0,1,1,1,1790039218
